Time;data1;data2
01/12/2019 23:19:50;16767.9609375;357.035879516602
01/12/2019 23:20:00;16730.59375;357.038458251953
01/12/2019 23:20:10;16835.498046875;357.052381896973
01/12/2019 23:20:20;16878.791015625;357.060034179687
01/12/2019 23:20:30;16813.259765625;357.043226623535
01/12/2019 23:20:40;16758.474609375;357.043074035644
01/12/2019 23:20:50;16767.912109375;357.06902923584
01/12/2019 23:21:00;16759.095703125;357.074407958984
01/12/2019 23:21:10;16770.361328125;357.04102935791
01/12/2019 23:21:20;16797.490234375;357.033460998535
01/12/2019 23:21:30;16801.90625;357.026724243164
01/12/2019 23:21:40;16775.8671875;356.991003417969
01/12/2019 23:21:50;16826.23828125;356.966932678223
01/12/2019 23:22:00;16850.8671875;356.950354003906
01/12/2019 23:22:10;16771.68359375;356.931204223633
01/12/2019 23:22:20;16775.853515625;356.92628326416
01/12/2019 23:22:30;16767.470703125;356.935758972168
01/12/2019 23:22:40;16762.01171875;356.959494018555
01/12/2019 23:22:50;16804.0234375;356.957525634766
01/12/2019 23:23:00;16818.31640625;356.938246154785
01/12/2019 23:23:10;16822.296875;356.928823852539
01/12/2019 23:23:20;16790.4921875;356.930944824219
01/12/2019 23:23:30;16685.431640625;356.945372009277
01/12/2019 23:23:40;16701.8984375;356.945425415039
01/12/2019 23:23:50;16763.841796875;356.954786682129
01/12/2019 23:24:00;16736.0078125;356.971563720703
01/12/2019 23:24:10;16743.53125;356.990522766113
01/12/2019 23:24:20;16717.80078125;357.021490478516
01/12/2019 23:24:30;16685.841796875;357.038381958008
01/12/2019 23:24:40;16712.06640625;357.043089294434
01/12/2019 23:24:50;16726.611328125;357.057341003418
01/12/2019 23:25:00;16703.197265625;357.06463470459
01/12/2019 23:25:10;16803.861328125;357.043379211426
01/12/2019 23:25:20;16856.533203125;357.014654541016
01/12/2019 23:25:30;16744.65625;357.000296020508
01/12/2019 23:25:40;16621.6640625;357.002546691894
01/12/2019 23:25:50;16604.16015625;357.016851806641
01/12/2019 23:26:00;16650.3671875;357.031141662598
01/12/2019 23:26:10;16691.30078125;357.047819519043
01/12/2019 23:26:20;16759.513671875;357.052732849121
01/12/2019 23:26:30;16779.552734375;357.038496398926
01/12/2019 23:26:40;16760.236328125;357.019407653809
01/12/2019 23:26:50;16783.103515625;357.002691650391
01/12/2019 23:27:00;16827.07421875;356.974256896973
01/12/2019 23:27:10;16835.0078125;356.931372070312
01/12/2019 23:27:20;16714.44140625;356.904936218262
01/12/2019 23:27:30;16689.001953125;356.881384277344
01/12/2019 23:27:40;16734.427734375;356.866613769531
01/12/2019 23:27:50;16710.78515625;356.885466003418
01/12/2019 23:28:00;16737.6640625;356.909368896484
01/12/2019 23:28:10;16777.40625;356.928419494629
01/12/2019 23:28:20;16742.693359375;356.917265319824
01/12/2019 23:28:30;16732;356.897673034668
01/12/2019 23:28:40;16816.904296875;356.900091552734
01/12/2019 23:28:50;16787.931640625;356.907148742676
01/12/2019 23:29:00;16727.2734375;356.926145935059
01/12/2019 23:29:10;16706.912109375;356.928846740723
01/12/2019 23:29:20;16649.67578125;356.923864746094
01/12/2019 23:29:30;16700.65625;356.938116455078
01/12/2019 23:29:40;16770.42578125;356.976072692871
01/12/2019 23:29:50;16771.90625;356.981466674805
01/12/2019 23:30:00;16782.294921875;356.954962158203
01/12/2019 23:30:10;16788.099609375;356.945509338379
01/12/2019 23:30:20;16803.404296875;356.938246154785
01/12/2019 23:30:30;16755.056640625;356.952375793457
01/12/2019 23:30:40;16717.884765625;356.973921203613
01/12/2019 23:30:50;16732.978515625;356.95525970459
01/12/2019 23:31:00;16715.08984375;356.945188903809
01/12/2019 23:31:10;16686.97265625;356.959730529785
01/12/2019 23:31:20;16635.744140625;356.954969787598
01/12/2019 23:31:30;16607.8046875;356.964308166504
01/12/2019 23:31:40;16655.876953125;356.981092834473
01/12/2019 23:31:50;16691.1796875;356.971800231934
01/12/2019 23:32:00;16683.240234375;356.962026977539
01/12/2019 23:32:10;16738.1328125;356.950392150879
01/12/2019 23:32:20;16778.18359375;356.949964904785
01/12/2019 23:32:30;16726.845703125;356.943220520019
01/12/2019 23:32:40;16667.76953125;356.90023651123
01/12/2019 23:32:50;16683.9140625;356.876280212402
01/12/2019 23:33:00;16680.1953125;356.880964660645
01/12/2019 23:33:10;16685.041015625;356.89055480957
01/12/2019 23:33:20;16697.275390625;356.888182067871
01/12/2019 23:33:30;16703.255859375;356.857382202148
01/12/2019 23:33:40;16758.32421875;356.842764282227
01/12/2019 23:33:50;16770.765625;356.852438354492
01/12/2019 23:34:00;16800.712890625;356.854750061035
01/12/2019 23:34:10;16835.904296875;356.854833984375
01/12/2019 23:34:20;16811.3046875;356.85238494873
01/12/2019 23:34:30;16787.3515625;356.866644287109
01/12/2019 23:34:40;16739.578125;356.862043762207
01/12/2019 23:34:50;16690.25390625;356.857122802734
01/12/2019 23:35:00;16756.943359375;356.86671295166
01/12/2019 23:35:10;16771.5703125;356.878569030762
01/12/2019 23:35:20;16735.908203125;356.900038146973
01/12/2019 23:35:30;16720.98046875;356.900160217285
01/12/2019 23:35:40;16713.091796875;356.897673034668
01/12/2019 23:35:50;16739.5;356.916738891602
01/12/2019 23:36:00;16758.01171875;356.928701782227
01/12/2019 23:36:10;16776.201171875;356.914472961426
01/12/2019 23:36:20;16749.552734375;356.895346069336
01/12/2019 23:36:30;16755.236328125;356.883436584473
01/12/2019 23:36:40;16804.71484375;356.885740661621
01/12/2019 23:36:50;16746.052734375;356.873976135254
01/12/2019 23:37:00;16703.78515625;356.850035095215
01/12/2019 23:37:10;16697.56640625;356.847639465332
01/12/2019 23:37:20;16712.14453125;356.826292419434
01/12/2019 23:37:30;16730.966796875;356.83318939209
01/12/2019 23:37:40;16687.1640625;356.842962646484
01/12/2019 23:37:50;16728.384765625;356.835638427734
01/12/2019 23:38:00;16763.42578125;356.847639465332
01/12/2019 23:38:10;16788.384765625;356.861875915527
01/12/2019 23:38:20;16806.66796875;356.87151184082
01/12/2019 23:38:30;16813.0625;356.861975097656
01/12/2019 23:38:40;16772.767578125;356.852438354492
01/12/2019 23:38:50;16720.05078125;356.83342590332
01/12/2019 23:39:00;16734.802734375;356.802473449707
01/12/2019 23:39:10;16712.087890625;356.79981842041
01/12/2019 23:39:20;16694.869140625;356.804815673828
01/12/2019 23:39:30;16741.04296875;356.823530578613
01/12/2019 23:39:40;16751.9921875;356.847685241699
01/12/2019 23:39:50;16733.193359375;356.864164733887
01/12/2019 23:40:00;16777.205078125;356.890524291992
01/12/2019 23:40:10;16814.333984375;356.871626281738
01/12/2019 23:40:20;16808.201171875;356.852369689941
01/12/2019 23:40:30;16777.814453125;356.859541320801
01/12/2019 23:40:40;16709.845703125;356.866667175293
01/12/2019 23:40:50;16672.67578125;356.862028503418
01/12/2019 23:41:00;16670.138671875;356.854772949219
01/12/2019 23:41:10;16674.216796875;356.861906433105
01/12/2019 23:41:20;16678.265625;356.892744445801
01/12/2019 23:41:30;16654.185546875;356.926268005371
01/12/2019 23:41:40;16645.599609375;356.924024963379
01/12/2019 23:41:50;16619.560546875;356.91439666748
01/12/2019 23:42:00;16689.15625;356.902563476562
01/12/2019 23:42:10;16711.419921875;356.89055480957
01/12/2019 23:42:20;16669.810546875;356.89055480957
01/12/2019 23:42:30;16693.392578125;356.89528503418
01/12/2019 23:42:40;16708.388671875;356.869268798828
01/12/2019 23:42:50;16777.21484375;356.854727172852
01/12/2019 23:43:00;16804.3125;356.854856872559
01/12/2019 23:43:10;16753.783203125;356.835729980469
01/12/2019 23:43:20;16810.380859375;356.816732788086
01/12/2019 23:43:30;16868.228515625;356.807066345215
01/12/2019 23:43:40;16732.42578125;356.802404785156
01/12/2019 23:43:50;16694.35546875;356.792791748047
01/12/2019 23:44:00;16749.892578125;356.780912780762
01/12/2019 23:44:10;16759.138671875;356.780828857422
01/12/2019 23:44:20;16758.76171875;356.790434265137
01/12/2019 23:44:30;16735.203125;356.785650634766
01/12/2019 23:44:40;16802.896484375;356.790396118164
01/12/2019 23:44:50;16833.970703125;356.799940490723
01/12/2019 23:45:00;16729.33203125;356.809477233887
01/12/2019 23:45:10;16688.65625;356.811888122559
01/12/2019 23:45:20;16673.57421875;356.795263671875
01/12/2019 23:45:30;16656.791015625;356.823645019531
01/12/2019 23:45:40;16636.162109375;356.859587097168
01/12/2019 23:45:50;16658.185546875;356.857153320312
01/12/2019 23:46:00;16713.564453125;356.883291625977
01/12/2019 23:46:10;16805.419921875;356.904859924316
01/12/2019 23:46:20;16851.697265625;356.885877990723
01/12/2019 23:46:30;16754.9765625;356.86671295166
01/12/2019 23:46:40;16766.353515625;356.864340209961
01/12/2019 23:46:50;16781.966796875;356.850080871582
01/12/2019 23:47:00;16763.369140625;356.826239013672
01/12/2019 23:47:10;16677.26953125;356.797651672363
01/12/2019 23:47:20;16570.69921875;356.785597229004
01/12/2019 23:47:30;16695.400390625;356.790419006348
01/12/2019 23:47:40;16806.671875;356.797537231445
01/12/2019 23:47:50;16826.599609375;356.809469604492
01/12/2019 23:48:00;16808.572265625;356.835623168945
01/12/2019 23:48:10;16719.751953125;356.838194274902
01/12/2019 23:48:20;16715.75390625;356.821401977539
01/12/2019 23:48:30;16741.359375;356.819052124023
01/12/2019 23:48:40;16766.005859375;356.807150268555
01/12/2019 23:48:50;16771.66796875;356.802320861816
01/12/2019 23:49:00;16779.498046875;356.818922424316
01/12/2019 23:49:10;16718.72265625;356.847532653809
01/12/2019 23:49:20;16664.76171875;356.861944580078
01/12/2019 23:49:30;16725.423828125;356.845381164551
01/12/2019 23:49:40;16700.08203125;356.826200866699
01/12/2019 23:49:50;16671.5859375;356.833265686035
01/12/2019 23:50:00;16733.404296875;356.847601318359
01/12/2019 23:50:10;16796.9296875;356.835836791992
01/12/2019 23:50:20;16817.03515625;356.826132202148
01/12/2019 23:50:30;16811.6875;356.823866271973
01/12/2019 23:50:40;16743.08984375;356.821363830566
01/12/2019 23:50:50;16751.42578125;356.838034057617
01/12/2019 23:51:00;16781.30859375;356.823965454102
01/12/2019 23:51:10;16712.8671875;356.811796569824
01/12/2019 23:51:20;16687.93359375;356.8072265625
01/12/2019 23:51:30;16713.419921875;356.806990051269
01/12/2019 23:51:40;16738.685546875;356.819059753418
01/12/2019 23:51:50;16763.76953125;356.821363830566
01/12/2019 23:52:00;16781.61328125;356.826200866699
01/12/2019 23:52:10;16758.8671875;356.811956787109
01/12/2019 23:52:20;16723.255859375;356.818899536133
01/12/2019 23:52:30;16674.7578125;356.81438293457
01/12/2019 23:52:40;16710.685546875;356.809423828125
01/12/2019 23:52:50;16709.115234375;356.840444946289
01/12/2019 23:53:00;16720.65234375;356.831121826172
01/12/2019 23:53:10;16802.80078125;356.809492492676
01/12/2019 23:53:20;16798.55078125;356.809492492676
01/12/2019 23:53:30;16728.90625;356.821371459961
01/12/2019 23:53:40;16692.19921875;356.838087463379
01/12/2019 23:53:50;16751.80078125;356.823858642578
01/12/2019 23:54:00;16786.94921875;356.811849975586
01/12/2019 23:54:10;16802.80078125;356.826162719727
01/12/2019 23:54:20;16789.30078125;356.819075012207
01/12/2019 23:54:30;16765.349609375;356.809477233887
01/12/2019 23:54:40;16795.0546875;356.821394348144
01/12/2019 23:54:50;16827.849609375;356.811926269531
01/12/2019 23:55:00;16798.142578125;356.807073974609
01/12/2019 23:55:10;16811.208984375;356.826162719727
01/12/2019 23:55:20;16847.796875;356.819067382812
01/12/2019 23:55:30;16763.228515625;356.81185760498
01/12/2019 23:55:40;16710.408203125;356.802389526367
01/12/2019 23:55:50;16680.029296875;356.788031005859
01/12/2019 23:56:00;16678.51953125;356.799932861328
01/12/2019 23:56:10;16718.544921875;356.799978637695
01/12/2019 23:56:20;16654.0234375;356.837980651855
01/12/2019 23:56:30;16663.73828125;356.842985534668
01/12/2019 23:56:40;16713.470703125;356.811865234375
01/12/2019 23:56:50;16727.107421875;356.821417236328
01/12/2019 23:57:00;16763.0546875;356.816648864746
01/12/2019 23:57:10;16771.19921875;356.821394348144
01/12/2019 23:57:20;16688.091796875;356.821432495117
01/12/2019 23:57:30;16666.8984375;356.828527832031
01/12/2019 23:57:40;16741.41015625;356.833357238769
01/12/2019 23:57:50;16696.703125;356.828558349609
01/12/2019 23:58:00;16746.9375;356.811926269531
01/12/2019 23:58:10;16831.681640625;356.797552490234
01/12/2019 23:58:20;16670.525390625;356.80234375
01/12/2019 23:58:30;16606.125;356.807089233398
01/12/2019 23:58:40;16686.40625;356.819021606445
01/12/2019 23:58:50;16693;356.82854309082
01/12/2019 23:59:00;16705.8125;356.833334350586
01/12/2019 23:59:10;16682.810546875;356.838095092773
01/12/2019 23:59:20;16678.23828125;356.847631835937
01/12/2019 23:59:30;16776.130859375;356.835752868652
01/12/2019 23:59:40;16860.521484375;356.821409606934
01/12/2019 23:59:50;16837.751953125;356.823797607422
02/12/2019 00:00:00;16780.779296875;356.821417236328
02/12/2019 00:00:10;16867.634765625;356.816648864746
02/12/2019 00:00:20;16884.37890625;356.802359008789
02/12/2019 00:00:30;16795.095703125;356.790419006348
02/12/2019 00:00:40;16816.685546875;356.776136779785
02/12/2019 00:00:50;16857.47265625;356.768949890137
02/12/2019 00:01:00;16784.05859375;356.776113891602
02/12/2019 00:01:10;16767.033203125;356.773741149902
02/12/2019 00:01:20;16815.189453125;356.778463745117
02/12/2019 00:01:30;16825.044921875;356.785650634766
02/12/2019 00:01:40;16811.271484375;356.792768859863
02/12/2019 00:01:50;16763.447265625;356.766729736328
02/12/2019 00:02:00;16762.251953125;356.730825805664
02/12/2019 00:02:10;16715.0625;356.742666625977
02/12/2019 00:02:20;16653.771484375;356.742796325684
02/12/2019 00:02:30;16592.890625;356.735563659668
02/12/2019 00:02:40;16627.9921875;356.747496032715
02/12/2019 00:02:50;16746.8203125;356.764181518555
02/12/2019 00:03:00;16793.9140625;356.773733520508
02/12/2019 00:03:10;16789.626953125;356.776106262207
02/12/2019 00:03:20;16779.654296875;356.790403747559
02/12/2019 00:03:30;16794.32421875;356.785665893555
02/12/2019 00:03:40;16837.861328125;356.778486633301
02/12/2019 00:03:50;16833.529296875;356.783270263672
02/12/2019 00:04:00;16736.927734375;356.773733520508
02/12/2019 00:04:10;16732.919921875;356.776106262207
02/12/2019 00:04:20;16744.349609375;356.797560119629
02/12/2019 00:04:30;16757.404296875;356.814237976074
02/12/2019 00:04:40;16815.900390625;356.81902923584
02/12/2019 00:04:50;16787.287109375;356.81902923584
02/12/2019 00:05:00;16748.728515625;356.795210266113
02/12/2019 00:05:10;16748.37109375;356.783255004883
02/12/2019 00:05:20;16744.798828125;356.814276123047
02/12/2019 00:05:30;16696.6640625;356.826177978516
02/12/2019 00:05:40;16692.22265625;356.80950012207
02/12/2019 00:05:50;16772.720703125;356.81187286377
02/12/2019 00:06:00;16730.478515625;356.814268493652
02/12/2019 00:06:10;16740.955078125;356.80234375
02/12/2019 00:06:20;16830.869140625;356.788038635254
02/12/2019 00:06:30;16782.205078125;356.768965148926
02/12/2019 00:06:40;16735.92578125;356.749891662598
02/12/2019 00:06:50;16721.236328125;356.740347290039
02/12/2019 00:07:00;16735.248046875;356.73081817627
02/12/2019 00:07:10;16774.705078125;356.730810546875
02/12/2019 00:07:20;16747.767578125;356.723669433594
02/12/2019 00:07:30;16695.28515625;356.733183288574
02/12/2019 00:07:40;16696.1171875;356.75466003418
02/12/2019 00:07:50;16715.486328125;356.749884033203
02/12/2019 00:08:00;16704.1328125;356.742735290527
02/12/2019 00:08:10;16696.1484375;356.747503662109
02/12/2019 00:08:20;16671.87890625;356.761808776855
02/12/2019 00:08:30;16646.39453125;356.764189147949
02/12/2019 00:08:40;16686.42578125;356.764196777344
02/12/2019 00:08:50;16681.611328125;356.745123291016
02/12/2019 00:09:00;16626.423828125;356.757040405273
02/12/2019 00:09:10;16655.412109375;356.783270263672
02/12/2019 00:09:20;16655.833984375;356.783270263672
02/12/2019 00:09:30;16607.81640625;356.788031005859
02/12/2019 00:09:40;16657.341796875;356.783270263672
02/12/2019 00:09:50;16725.576171875;356.811880493164
02/12/2019 00:10:00;16734;356.816641235352
02/12/2019 00:10:10;16662.9375;356.78801574707
02/12/2019 00:10:20;16606.599609375;356.790419006348
02/12/2019 00:10:30;16680.994140625;356.780882263184
02/12/2019 00:10:40;16761.12109375;356.776113891602
02/12/2019 00:10:50;16804.828125;356.759420776367
02/12/2019 00:11:00;16779.337890625;356.718893432617
02/12/2019 00:11:10;16734.458984375;356.702207946777
02/12/2019 00:11:20;16758.7734375;356.702200317383
02/12/2019 00:11:30;16690.587890625;356.716513061523
02/12/2019 00:11:40;16573.248046875;356.723661804199
02/12/2019 00:11:50;16647.919921875;356.709356689453
02/12/2019 00:12:00;16734.29296875;356.711744689941
02/12/2019 00:12:10;16772.041015625;356.702192687988
02/12/2019 00:12:20;16770.3984375;356.706983947754
02/12/2019 00:12:30;16716.302734375;356.721273803711
02/12/2019 00:12:40;16694.71875;356.721212768555
02/12/2019 00:12:50;16622.005859375;356.737783813477
02/12/2019 00:13:00;16638.748046875;356.747503662109
02/12/2019 00:13:10;16635.140625;356.756857299805
02/12/2019 00:13:20;16625.96484375;356.778288269043
02/12/2019 00:13:30;16674.783203125;356.79510345459
02/12/2019 00:13:40;16773.3515625;356.799955749512
02/12/2019 00:13:50;16803.462890625;356.802290344238
02/12/2019 00:14:00;16768.4140625;356.793028259277
02/12/2019 00:14:10;16696.7734375;356.769186401367
02/12/2019 00:14:20;16677.37890625;356.752363586426
02/12/2019 00:14:30;16807.01953125;356.7662109375
02/12/2019 00:14:40;16746.4140625;356.773954772949
02/12/2019 00:14:50;16688.572265625;356.785200500488
02/12/2019 00:15:00;16723.484375;356.80013885498
02/12/2019 00:15:10;16683.51171875;356.797438049316
02/12/2019 00:15:20;16712.15625;356.800047302246
02/12/2019 00:15:30;16742.052734375;356.790510559082
02/12/2019 00:15:40;16635.478515625;356.77629699707
02/12/2019 00:15:50;16604.193359375;356.778273010254
02/12/2019 00:16:00;16633.900390625;356.797438049316
02/12/2019 00:16:10;16671.01171875;356.804724121094
02/12/2019 00:16:20;16714.615234375;356.790686035156
02/12/2019 00:16:30;16774.439453125;356.785475158691
02/12/2019 00:16:40;16754.40625;356.790510559082
02/12/2019 00:16:50;16687.71484375;356.797346496582
02/12/2019 00:17:00;16654.755859375;356.804815673828
02/12/2019 00:17:10;16660.62890625;356.821012878418
02/12/2019 00:17:20;16747.4375;356.821813964844
02/12/2019 00:17:30;16759.109375;356.797613525391
02/12/2019 00:17:40;16711.15234375;356.785810852051
02/12/2019 00:17:50;16703.513671875;356.785475158691
02/12/2019 00:18:00;16704.478515625;356.804548645019
02/12/2019 00:18:10;16706.9765625;356.811918640137
02/12/2019 00:18:20;16735.099609375;356.816511535644
02/12/2019 00:18:30;16753.169921875;356.82147064209
02/12/2019 00:18:40;16750.59375;356.823690795898
02/12/2019 00:18:50;16771.7421875;356.819204711914
02/12/2019 00:19:00;16754.53515625;356.839926147461
02/12/2019 00:19:10;16700.71484375;356.876165771484
02/12/2019 00:19:20;16711.078125;356.899740600586
02/12/2019 00:19:30;16730.3828125;356.935552978516
02/12/2019 00:19:40;16700.529296875;356.945524597168
02/12/2019 00:19:50;16648.4453125;356.942930603027
02/12/2019 00:20:00;16650.46875;356.966513061523
02/12/2019 00:20:10;16714.958984375;356.992956542969
02/12/2019 00:20:20;16711.560546875;356.983847045898
02/12/2019 00:20:30;16705.22265625;356.969190979004
02/12/2019 00:20:40;16739.107421875;356.973951721191
02/12/2019 00:20:50;16727.232421875;356.978712463379
02/12/2019 00:21:00;16669.724609375;356.997373962402
02/12/2019 00:21:10;16705.734375;357.012228393555
02/12/2019 00:21:20;16729.25390625;357.00285949707
02/12/2019 00:21:30;16666.595703125;357.000120544434
02/12/2019 00:21:40;16689.69921875;357.005003356934
02/12/2019 00:21:50;16678.19921875;357.005003356934
02/12/2019 00:22:00;16630.529296875;357.012037658691
02/12/2019 00:22:10;16667.51953125;357.007582092285
02/12/2019 00:22:20;16743.48046875;356.988439941406
02/12/2019 00:22:30;16683.4921875;356.988188171387
02/12/2019 00:22:40;16702.705078125;357.01888885498
02/12/2019 00:22:50;16732.634765625;357.045492553711
02/12/2019 00:23:00;16709.732421875;357.047918701172
02/12/2019 00:23:10;16704.1171875;357.059652709961
02/12/2019 00:23:20;16709.603515625;357.081144714355
02/12/2019 00:23:30;16684.765625;357.081465148926
02/12/2019 00:23:40;16613.443359375;357.060049438477
02/12/2019 00:23:50;16681.470703125;357.047918701172
02/12/2019 00:24:00;16714.931640625;357.038549804687
02/12/2019 00:24:10;16715.78515625;357.047590637207
02/12/2019 00:24:20;16740.236328125;357.059950256348
02/12/2019 00:24:30;16644.322265625;357.04330291748
02/12/2019 00:24:40;16678.025390625;357.045332336426
02/12/2019 00:24:50;16755.662109375;357.071516418457
02/12/2019 00:25:00;16703.41796875;357.088407897949
02/12/2019 00:25:10;16688.55078125;357.095526123047
02/12/2019 00:25:20;16654.158203125;357.105070495605
02/12/2019 00:25:30;16647.734375;357.098173522949
02/12/2019 00:25:40;16694.837890625;357.083715820312
02/12/2019 00:25:50;16663.849609375;357.095381164551
02/12/2019 00:26:00;16618.41796875;357.123968505859
02/12/2019 00:26:10;16676.7109375;357.136175537109
02/12/2019 00:26:20;16697.423828125;357.138441467285
02/12/2019 00:26:30;16664.37109375;357.126875305176
